For Class,Method,Ascendants,Ascendant IDs,Descendants,Descendants IDs,Instance ID
Derived_WTB,Derived_WTB@get Show Hours Only Value from Parent Element(GRA)*S,Derived_WTB@get Show Hours Only Value from Parent Element(GRA)*S[ramb],86$328454,"Derived_WTB@get Show Hours Only from Parent Element(IOP)*S[rsmb]

Element Content Work Data@get Attribute Value(SA)(public)[ramb]","86$292290,87$402494",18$55630
Derived_WTB,Derived_WTB@get In Time Entry Grid from Parent Element(GRA)*S,Derived_WTB@get In Time Entry Grid from Parent Element(GRA)*S[ramb],86$330314,"Derived_WTB@get In Time Entry Grid from Parent Element(IOP)*S[rsmb]

Element Content Work Data@get Attribute Value(SA)(public)[ramb]","86$292290,87$404941",18$55919
Derived_WTB,Derived_WTB@get Min Time Block Reported Time In from Derived_WTBs parm(GRA)*P*S,Derived_WTB@get Min Time Block Reported Time In from Derived_WTBs parm(GRA)*P*S[ramb],86$332933,Worker Coordinated Time Block@get Time Block Reported Time In(GA),12$12320,18$56321
Derived_WTB,Derived_WTB@get Max Time Block Reported Time Out from Derived_WTBs parm(GRA)*P*S,Derived_WTB@get Max Time Block Reported Time Out from Derived_WTBs parm(GRA)*P*S[ramb],86$332934,Worker Coordinated Time Block@get Time Block Reported Time Out(GA),12$12321,18$56322
Derived_WTB,Derived_WTB@get Is Current In/Out Times within Existing Time Range(GRA)*P*S,Derived_WTB@get Is Current In/Out Times within Existing Time Range(GRA)*P*S[ramb]+PA,86$332942,Worker Time Block@is Current Time Range is within Existing Time Range for parms(EBE)*P*S[ramb]+PA,86$332943,18$56323
Derived_WTB,Derived_WTB@found In and Out Block in set on Enterable Day(GRA)*P*S,Derived_WTB@found In and Out Block in set on Enterable Day(GRA)*P*S[ramb]+PA,86$386083,"Common Boolean@get TRUE If In and Out Block on Enterable Day with non-Default TEC(GAS)*S(public)[ramb]+???

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA","86$381936,87$406134",18$63672
Derived_WTB,Derived_WTB@get Adjusted Modified Moment(GRA)*P,Derived_WTB@get Adjusted Modified Moment(GRA)*P[ramb]+PA,86$405189,"Time Tracking History Action@adjust Modified Date Time for sorting(SAC)*P*S[ramb]+PA

Worker Time@get Worker Time.audit history status Time Tracking History Action(GR)","86$405190,207$21852",18$67209
Derived_WTB,Derived_WTB@get Reuse WTBs Day Breaker Based Time Block Date(GRA)*P,"Derived_WTB@get Reuse WTBs Day Breaker Based Time Block Date(GRA)*P[ramb]+???+PA

Derived_WTB@get Reuse WTBs Day Breaker Based Time Block Date(GRA)*P[ramb]+PA","86$473352,86$574280","Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR)

Worker Coordinated Time Block@get Day Breaker Based Time Block Date(GAS)*P[ramb]","207$34816,86$449450",18$75988
Derived_WTB,Derived_WTB@build Web Service Input Sub-String for Import RTB In/Out Block(GRA)*P*S,Derived_WTB@build Web Service Input Sub-String for Import RTB In/Out Block(GRA)*P*S[ramb],86$506970,"Common Text@get Concatenate Strings Separated by Line Break(BA)*P*S(public)[ramb]+PA

Payee@get Employee ID for Payee(GAS)(public)[ramb]","86$50802,86$506971",18$80503
Derived_WTB,Derived_WTB@build Web Service Edit Sub-String for Import RTB Hourly Blocks(GRA)*P*S,Derived_WTB@build Web Service Edit Sub-String for Import RTB Hourly Blocks(GRA)*P*S[ramb],86$535829,"Common Text@get Concatenate Edit Sub String to Text Return Attribute(BA)*P*S(public)[ramb]+PA

Reference ID@get ID(GA)(public)*O[ramb]","86$535826,86$329374",18$84181
Derived_WTB,Derived_WTB@build Web Service Delete Sub-String for Import RTB Hourly Blocks(GRA)*P*S,Derived_WTB@build Web Service Delete Sub-String for Import RTB Hourly Blocks(GRA)*P*S[ramb],86$536564,"Common Text@get Concatenate Delete Sub String to Text Return Attribute(BA)*P*S(public)[ramb]+PA

Reference ID@get ID(GA)(public)*O[ramb]","86$536563,86$329374",18$84277
Derived_WTB,Derived_WTB@get Derived Time Blocks Filtered by Time Calculation Criteria(SS)*P*S,"Derived_WTB@get Derived Time Blocks Filtered by Time Calculation Criteria(SS)*P*S[rsmb]

Derived_WTB@get Derived Time Blocks Filtered by Time Calculation Criteria(SS)*P*S[rsmb]+PA","87$152704,87$387185","Derived_WTB@is Include Schedule hours or Time Off for Rules(EBE)*P[ramb]

Derived_WTB@is Worker Calculated Time Block (derived) Time Calc Tag Matches Criteria Time Calc Tags(EBE)*P[ramb]+???+PA","86$111488,86$335292",19$42671
Derived_WTB,Derived_WTB@get Derived_WTB Selections Not Meeting Time Code Criteria(SS)*P*S,Derived_WTB@get Derived_WTB Selections Not Meeting Time Code Criteria(SS)*P*S[rsmb]+PA,87$165072,Common Instance Set@get Set A - B(SS)*P*S(public)[rsmb],87$22130,19$42697
Derived_WTB,Derived_WTB@get Calculated Time Block from Diff between Sum and Threshold(SS)*P,Derived_WTB@get Derived WTB Created when crossing Midnight(SS)*P[rsmb]+???+PA,87$173360,Derived_WTB@get Derived Time Block | Built From Block in Context(IOP)*P[rsmb]+PA,87$144406,19$42895
Derived_WTB,Derived_WTB@get Existing Time Block Updated After Split(SS)*P,Derived_WTB@get Derived WTB Updated when crossing Midnight(SS)*P[rsmb]+???+PA,87$173373,Derived_WTB@get Derived Time Block | Built From Block in Context(IOP)*P[rsmb]+PA,87$144410,19$42897
Derived_WTB,Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S,"Derived_WTB@get Derived Block with Punch Types default from TCE In(SS)*P*S[rsmb]+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived with Punch Types default from TCE Out(SS)*P*S[rsmb]+PA","87$353984,87$188097,87$162434,87$168853,87$168869,87$455209,87$353983","Derived_WTB@get Micro edit one instance(IOP)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks (In/Meal In/Out Patterns)(SS)*P*S[rsmb]+???

Derived_WTB@get Worker Time Blocks (Parm Pairs of In/Out Patterns)(IOP)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks (Parm Pairs of In/Out Patterns)(IOP)*P*S[rsmb]+???+PA

Derived_WTB@get Worker Time Blocks Derived (In/Break In/Meal In/Break In/Out Pattern)(SS)*P*S[rsmb]+???","87$201107,87$162423,87$251496,87$201113,87$162413",19$47537
Derived_WTB,Derived_WTB@get Derived Time Blocks split across Midnight(SS),Derived_WTB@get Derived Time Blocks split across Midnight(SS)[rsmb],87$173331,"Derived_WTB@get Derived WTB Created when crossing Midnight(SS)*P[rsmb]+???+PA

Derived_WTB@get Derived WTB Updated when crossing Midnight(SS)*P[rsmb]+???+PA

Instance@get This Time Block In Return when NOT crossing Midnight(GSS)(public)[rsmb]+???","87$173360,87$173322,87$173373",19$50210
Derived_WTB,Derived_WTB@get Worker Time Blocks (In/Meal In/Out Patterns)(SS)*P*S,Derived_WTB@get Worker Time Blocks (In/Meal In/Out Patterns)(SS)*P*S[rsmb]+???,87$201107,"Derived_WTB@get Static Parameterized Derived_WTB for Meal 2 Type(IOP)*P*S[rsmb]+PA

Derived_WTB@get Static Parameterized Derived_WTB for Out 4 Type(IOP)*P*S[rsmb]+PA","87$201075,87$201076",19$56720
Derived_WTB,Derived_WTB@get Worker Time Blocks Derived (In/Break In/Meal In/Break In/Out Pattern)(SS)*P*S,Derived_WTB@get Worker Time Blocks Derived (In/Break In/Meal In/Break In/Out Pattern)(SS)*P*S[rsmb]+???,87$201113,"Derived_WTB@get Static Parameterized Derived_WTB for Break 1 Type(IOP)*P*S[rsmb]+PA

Derived_WTB@get Static Parameterized Derived_WTB for Break 3 Type(IOP)*P*S[rsmb]+PA

Derived_WTB@get Static Parameterized Derived_WTB for Meal 2 Type(IOP)*P*S[rsmb]+PA

Derived_WTB@get Static Parameterized Derived_WTB for Out 4 Type(IOP)*P*S[rsmb]+PA","87$201075,87$201076,87$201080,87$201086",19$56722
Derived_WTB,Derived_WTB@get Created Updated and Deleted SBB as Derived Blocks(SS)*P*S,"Derived_WTB@get Created Updated and Deleted SBB as Derived Blocks Optionally Copy Reported Values(SS)*P*S[rsmb]+PA

Derived_WTB@get Created Updated and Deleted SBB as Derived Blocks Optionally Copy Reported Values(SS)*P*S[rsmb]+PA","87$403840,87$403841","Derived_WTB@get Create/Updated System Break Block Derived_WTBs(IOP)*P*S[rsmb]+???+PA

Derived_WTB@get Deleted System Break Block Derived_WTBs(IOP)*P*S[rsmb]+PA","87$204915,87$199513",19$57683
Derived_WTB,Derived_WTB@get Derived_WTB Selections(SS)*P*S,Derived_WTB@get Derived_WTB Selections(SS)*P*S[rsmb],87$209644,,,19$58765
Derived_WTB,Derived_WTB@get Persistable Calculated Blocks from Calculations(SS)*P*S,"Derived_WTB@get Calc Only WTB with no rptd blocks(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Calc WTB for Rptd Blocks(SS)*P*S[rsmb]+???+PA

Derived_WTB@get Persistable Calculated Blocks from Calculations(SS)*P*S[rsmb]","87$223141,87$487448,87$224237","Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@get persisted Time Calculation Tags from Worker Time Block(SS)[rsmb]

Worker Time Block@is Calculated Block(EBE)[ramb]

Worker Time Block@is Reported Time(EBE)(public)[ramb]","87$162128,86$290886,86$185901,86$185902",19$61757
Derived_WTB,Derived_WTB@get Reported WTBs  from Selections(SS)*P*S,Derived_WTB@get Reported WTBs  from Selections(SS)*P*S[rsmb]+PA,87$223142,"Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@is Reported Time(EBE)(public)[ramb]","86$290886,86$185901",19$61758
Derived_WTB,Derived_WTB@get Derived_WTB set from parm without Time Offs and Schedule blocks(SS)*P*S,Derived_WTB@get Derived_WTB set from parm without Time Offs and Schedule blocks(SS)*P*S[rsmb]+PA,87$280773,"Derived_WTB@get Time Block is Schedule Hours(GA)

Derived_WTB@get Time Block is Time Off(GA)","12$9628,12$9629",19$75305
Derived_WTB,Derived_WTB@get Time Blocks Filtered by Time Calculation Criteria(SS)*P*S,Derived_WTB@get Time Blocks Filtered by Time Calculation Criteria(SS)*P*S[rsmb],87$296266,"Common Date@is Time Block Date within Override Rate Calculation Date Range(EBE)*P*S(public)[ramb]+???+PA

Derived_WTB@get Derived Time Blocks Filtered by Time Calculation Criteria(SS)*P*S[rsmb]+PA

Override Rate Calculation@get Is Calculation of type Override Rate(SA)*P*S[ramb]+PA","87$152704,86$236578,86$236582",19$78832
Derived_WTB,Derived_WTB@get Reported System Break Blocks from Selections(SS)*P*S,Derived_WTB@get Reported System Break Blocks from Selections(SS)*P*S[rsmb]+PA,87$358242,"Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@is Reported Time(EBE)(public)[ramb]","86$290886,86$185901",19$92572
Derived_WTB,Derived_WTB@get Calculated System Break Blocks from Selections(SS)*P*S,Derived_WTB@get Calculated System Break Blocks from Selections(SS)*P*S[rsmb]+PA,87$358243,"Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@is Calculated Block(EBE)[ramb]

Worker Time Block@is Reported Time(EBE)(public)[ramb]","86$290886,86$185901,86$185902",19$92573
Derived_WTB,Derived_WTB@get Time Blocks Filtered by Shift Calculation Criteria(SS)*P*S,Derived_WTB@get Time Blocks Filtered by Shift Calculation Criteria(SS)*P*S[rsmb]+???,87$383096,Derived_WTB@get Time Block for Advanced Shift Calculations(GA),12$27943,19$97447
Derived_WTB,Derived_WTB@get Workers with Validation Errors(SS)*P*S,Derived_WTB@get Workers with Validation Errors(SS)*P*S[rsmb],87$404936,"Worker@get Mass Time Off Validation Error(SAC)*P[ramb]+???+PA

Worker@get Mass Time Validation Error(SAC)*P[ramb]+???+PA","86$335980,86$335983",19$101425
Derived_WTB,Derived_WTB@get Derived Time Blocks from Element on Locked Dates(SS)*P*S,Derived_WTB@get Derived Time Blocks from Element on Locked Dates(SS)*P*S[rsmb],87$406133,"Calculated Time Block Container (Derived)@is Day Block Not Enterable(EBE)*P*S(public)[ramb]+PA+DT

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA","87$406134,86$120330",19$101637
Derived_WTB,Derived_WTB@get Derived Time Blocks from Element In Return(SS)*P*S,Derived_WTB@get Derived Time Blocks from Element In Return(SS)*P*S[rsmb]+PA,87$410782,"Calculated Time Block Container (Derived)@is Day Block Not Enterable(EBE)*P*S(public)[ramb]+PA+DT

Derived_WTB@get Auto Fill from Schedule Selection Element IF selected on Time Block Date(SS)*P*S[rsmb]+PA

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@is Entry Type on Block == Entry Type on Default Time Entry Code(EBE)*P*S[ramb]+PA","87$406134,86$334999,86$120330,87$410799",19$102491
Derived_WTB,Derived_WTB@get Derived Time Blocks from Element with same Entry Type on Unlocked Dates(SS)*P*S,Derived_WTB@get Derived Time Blocks from Element with same Entry Type on Unlocked Dates(SS)*P*S[rsmb]+PA,87$410784,"Calculated Time Block Container (Derived)@is Day Block Not Enterable(EBE)*P*S(public)[ramb]+PA+DT

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA

Worker Coordinated Time Block@is Entry Type on Block == Entry Type on Default Time Entry Code(EBE)*P*S[ramb]+PA","87$406134,86$334999,86$120330",19$102492
Derived_WTB,Derived_WTB@get Auto Fill from Schedule Selection Element IF selected on Time Block Date(SS)*P*S,Derived_WTB@get Auto Fill from Schedule Selection Element IF selected on Time Block Date(SS)*P*S[rsmb]+PA,87$410799,"Common Boolean@is Time Block Date == Time Block Date on Element(EBE)*P*S(public)[ramb]+PA

Element Content Work Data@get Select from Element Instance(GRA)*P*S[ramb]+PA

Element Instance@get Auto Fill Work Schedule Selection elements from parent(IOP)*P*S[rsmb]","86$335009,87$410774,86$334998",19$102493
Derived_WTB,Derived_WTB@get Singular Worker Time Block for Derived_WTB(SS),Derived_WTB@get Singular Worker Time Block for Derived_WTB(SS)[rsmb],87$414138,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR),207$34816,19$102976
Derived_WTB,Derived_WTB@get Calculated Time Blocks from Derived_WTB Set(SS)*P*S,Derived_WTB@get Calculated Time Blocks from Derived_WTB Set(SS)*P*S[rsmb],87$425032,"Derived_WTB@get Time Block is Schedule Hours(GA)

Derived_WTB@get Time Block is Time Off(GA)","12$9628,12$9629",19$104969
Derived_WTB,Derived_WTB@get DWTB by Day Breaker Excluding Locked Dates for Autofill(SS)*P,"Derived_WTB@get DWTB by Day Breaker Excluding Locked Dates for Autofill(SS)*P[rsmb]

Derived_WTB@get DWTB by Day Breaker Excluding Locked Dates for Autofill(SS)*P[rsmb]+PA","87$543126,87$602638","Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR)

Derived_WTB@is Autofill Target Time Slot Locked for Time Entry(EBE)*P*S[ramb]+PA

Worker Time Block@get Autofill DWTB allowed for Daybreaker(SAC)*P[ramb]","207$34816,86$451953,86$451949",19$123207
Derived_WTB,Derived_WTB@filter Worker Time Blocks to Within Week Boundary(SS)*P*S,"Derived_WTB@filter Worker Time Blocks to Within Week Boundary(SS)*P*S[rsmb]

Derived_WTB@filter Worker Time Blocks to Within Week Boundary(SS)*P*S[rsmb]+PA","87$599464,87$599465",Worker Coordinated Time Block@get In and Out Block within Range(GRA)*P*S[ramb]+PA,86$500357,19$131094
Derived_WTB,Derived_WTB@get Derived_WTBs where Reused WTB is in TCEW Day Breaker Range(SS)*P*S,"Derived_WTB@get Deleted Derived SBBs Filtered for Calculations Day Breaker Range(SS)*P*S[rsmb]+PA

Derived_WTB@get Deleted Derived Time Blocks in Calculations Day Breaker Range(SS)*P*S[rsmb]+PA

Derived_WTB@get Derived_WTBs where Reused WTB is in TCEW Day Breaker Range(SS)*P*S[rsmb]","87$700770,87$700757,87$700775",Worker Coordinated Time Block@is Reused Time Block Within Start and End Date Day Breaker Times(EBE)*P*S[ramb]+???+PA,86$585858,19$144248
Derived_WTB,Derived_WTB@is Worker Calculated Time Block (derived) Time Calc Tag Matches Criteria Time Calc Tags(EBE)*P,Derived_WTB@is Worker Calculated Time Block (derived) Time Calc Tag Matches Criteria Time Calc Tags(EBE)*P[ramb]+???+PA,86$111488,Derived_WTB@get Worker Calculated Time Block (derived) Time Calc Tag Matches Criteria Time Calc Tags(GRA)*P*S[ramb]+PA,86$128382,24$10839
Derived_WTB,Derived_WTB@is TCE Before First Week Breaker(EBE)*P*S,Derived_WTB@is TCE Before First Week Breaker(EBE)*P*S[ramb],86$233027,,,24$19942
Derived_WTB,Derived_WTB@is Start Date equal to Time Block Date(EBE)*P*S,Derived_WTB@is Start Date equal to Time Block Date(EBE)*P*S[ramb],86$238169,,,24$20321
Derived_WTB,Derived_WTB@is Autofill Target Time Slot Locked for Time Entry(EBE)*P*S,Derived_WTB@is Autofill Target Time Slot Locked for Time Entry(EBE)*P*S[ramb]+PA,86$451949,"Calculated Time Block Container (Derived)@is Day Block Not Enterable(EBE)*P*S(public)[ramb]+PA

Calculated Time Block Container (Derived)@is Tomorrow Not Enterable(EBE)*P*S(public)[ramb]+PA

Calculated Time Block Container (Derived)@is Yesterday Not Enterable(EBE)*P*S(public)[ramb]+PA

Common Boolean@is Day Breaker On Or After End Time(EBE)*P*S(public)[ramb]+PA

Common Boolean@is Day Breaker On or Before Start Time(EBE)*P*S(public)[ramb]+PA","86$288146,86$288147,86$247846,86$247850,86$247851",24$21089
Derived_WTB,Derived_WTB@is D_WTB equal to WTB for Bulk Approval Processing(EBE)*P,Derived_WTB@is D_WTB equal to WTB for Bulk Approval Processing(EBE)*P[ramb]+PA,86$302797,"Worker Time@get Time Block Deleted(GA)

Worker Time@get Time Block Deleted(GRA)*P*S[ramb]

Worker Time Block@get Is Break Time Block(GA)

Worker Time Block@get Override Rate from Calculation(GA)

Worker Time Block@get Override Rate from Calculation(GRA)*P*S[ramb]

Worker Time Block@get Time Block Calculated Quantity(GA)

Worker Time Block@get Time Block Calculated Quantity(GRA)*P*S(public)[ramb]+PA

Worker Time Block@get Time Block Calculated Time In(GA)

Worker Time Block@get Time Block Calculated Time In(GRA)*P*S[ramb]+PA

Worker Time Block@get Time Block Calculated Time Out(GA)

Worker Time Block@get Time Block Calculated Time Out(GRA)*P*S[ramb]+PA

Worker Time Block@get Time Calculation Tags from Time Block(GRS)*P*S[rsmb]

Worker Time Block@get Worker Time Block.has Time Calculation Tag(GR)","87$363328,12$19524,12$12455,207$18920,12$12456,86$302798,86$302799,86$302800,86$302801,86$302803,12$11509,12$10778,12$9402",24$24036
Derived_WTB,Derived_WTB@is Looped In Time between In & Out Times(EBE)*P*S,Derived_WTB@is Looped In Time between In & Out Times(EBE)*P*S[ramb]+PA,86$331440,,,24$25501
Derived_WTB,Derived_WTB@is In Time Entry Grid OR Back Btn OR Hours Only(EBE)*S,Derived_WTB@is In Time Entry Grid OR Back Btn OR Hours Only(EBE)*S[ramb],86$331443,"Derived_WTB@get Back Value from Parent Element(GRA)*S[ramb]

Derived_WTB@get In Time Entry Grid from Parent Element(GRA)*S[ramb]

Derived_WTB@get Show Hours Only Value from Parent Element(GRA)*S[ramb]","86$328452,86$328454,86$330314",24$25502
Derived_WTB,Derived_WTB@is Include Schedule hours or Time Off for Rules(EBE)*P,Derived_WTB@is Include Schedule hours or Time Off for Rules(EBE)*P[ramb],86$335292,Derived_WTB@get Time Block is Schedule Hours(GA),12$9628,24$25680
Derived_WTB,Derived_WTB@is Reported Time within Grace Period(EBE)*P*S,Derived_WTB@is Reported Time within Grace Period(EBE)*P*S[ramb],86$351642,"Common Date@calculate Scheduled Date Time Adjusted BACK for Minutes Before(CD)*P*S(public)[ramb]+PA

Common Date@calculate Scheduled Date Time Adjusted FORWARD for Minutes After(CD)*P*S(public)[ramb]+PA","86$351643,86$351644",24$26407
Derived_WTB,Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S,"Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA

Derived_WTB@get Derived Time Blocks from Calculated Time Block Container(GRS)*P*S[rsmb]+PA","87$392401,87$152675,87$406134,87$427901",Calculated Time Block Container (Derived)@get Calculated Time Block Container (Derived).has Derived_WTB(GR),207$17344,26$34978
Derived_WTB,Derived_WTB@get Worker Time Blocks from Worker Time Day Based On Time Day Indicator(GRS)*P*S,Derived_WTB@get Worker Time Blocks from Worker Time Day Based On Time Day Indicator from This Time Block Conditional Calculation(GRS)*P*S[rsmb]+PA,87$445401,Worker Time Day (Derived)@get Worker Time Blocks from Worker Time Day Based On Time Day Indicator(SS)*P[rsmb],87$173912,26$38958
Derived_WTB,Derived_WTB@get Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S,Derived_WTB@get Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S[rsmb]+???+PA,87$384836,Derived_WTB@get Derived WTB for Diff Comparison in Bulk Approve Processing(IOP)*P*S[rsmb]+PA,87$371924,26$73468
Derived_WTB,Derived_WTB@get Original WTBs from Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S,Derived_WTB@get Original WTBs from Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S[rsmb]+PA,87$371926,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR)[rsmb]+???,87$371929,26$73469
Derived_WTB,Derived_WTB@get Derived WTBs for Advanced Shift Calculations from Worker Time Blocks parm(GRS)*P*S,Derived_WTB@get Derived WTBs for Shift Calculations(GRS)*P*S[rsmb]+???+PA,87$388162,Worker Time Block@get Derived Time Block from Worker Time Block for Advanced Shift Calculations(IOP)*P[rsmb]+PA,87$396155,26$76174
Derived_WTB,Derived_WTB@get Worker Time Blocks reused for Derived_WTB parm(GRS)*P*S,"Derived_WTB@get Worker Time Blocks reused for Derived_WTB parm(GRS)*P*S[rsmb]+PA

Derived_WTB@get Worker Time Blocks reused for Derived_WTB parm(GRS)*P*S[rsmb]+PA

Derived_WTB@get Worker Time Blocks reused for Derived_WTB parm(GRS)*P*S[rsmb]+PA

Derived_WTB@get Worker Time Blocks reused for Derived_WTBs and WTBs to be Deleted(GRS)*P*S[rsmb]+PA","87$393173,87$599461,87$414139,87$567182",Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR),207$34816,26$76985
Derived_WTB,Derived_WTB@get Original WTBs from Derived WTBs(GRS)*P*S,"Derived_WTB@get Original WTBs from Derived WTBs(GRS)*P*S[rsmb]

Derived_WTB@get Original WTBs from Derived WTBs(GRS)*P*S[rsmb]+PA","87$396162,87$587690",Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR),207$17594,26$77471
Derived_WTB,Derived_WTB@get Current Week Derived Blocks From Prior Week Worker Time Blocks(GRS)*P*S,Derived_WTB@get Current Week Derived Blocks From Prior Week Worker Time Blocks(GRS)*P*S[rsmb]+PA,87$405610,Derived_WTB@get Derived WTB from Prior Week Time Block(IOP)*P*S[rsmb]+???+PA,87$405609,26$78915
Derived_WTB,Derived_WTB@get Break Blocks for each Time Calculation Eligibility Week(GRS)*P*S,"Derived_WTB@get Break Blocks for each Time Calculation Eligibility Week(GRS)*P*S[rsmb]

Derived_WTB@get Break Blocks for each Time Calculation Eligibility Week(GRS)*P*S[rsmb]+PA","87$584627,87$584644",Worker Time Block Group@get System Break Blocks as Derived_WTB within this Time Calculation Eligibility Week(IOP)*P*S[rsmb]+PA,87$584652,26$104474
Derived_WTB,Derived_WTB@get Derived_WTB.re use calc Worker Time Block(GRS)*P*S,Derived_WTB@get Derived_WTB.re use calc Worker Time Block(GRS)*P*S[rsmb],87$587681,Derived_WTB@get Derived_WTB.re use calc Worker Time Block(GR),207$17356,26$104983
Derived_WTB,Derived_WTB@build Auto fill from Schedule Edit(BE)*P*S,"Derived_WTB@build Auto fill from Schedule Edit(BE)*P*S[remb]+PA

Derived_WTB@build Auto fill from Schedule Edit(BE)*P*S[remb]+PA","85$47136,85$93687","Derived_WTB@build Auto fill Work Schedule Selection(BE)*P[remb]+PA

Derived_WTB@filter Worker Time Blocks to Within Week Boundary(SS)*P*S[rsmb]+PA

Time Tracking API Parameter (Derived)@build Time Tracking Calendar Data Gathering Element(BE)[remb]

Worker Time@get Time Block Date(GA)

Worker Time Block@build Auto Fill Warning Message Element(BE)*P*S[remb]+PA","12$8896,85$80017,85$47138,87$599465,85$86761",29$36401
Derived_WTB,Derived_WTB@build Auto fill Work Schedule Selection(BE)*P,Derived_WTB@build Auto fill Work Schedule Selection(BE)*P[remb]+PA,85$47138,"Billable Time Block@get Time Block Reported Quantity iff TEC is NOT In/Out And Day is NOT Locked(GA)[ramb]+???

Calculated Time Block Container (Derived)@is Day Block Not Enterable(EBE)*P*S(public)[ramb]+PA+DT

Common Boolean@is Count of Unique Blocks by Worktags, Position, Time Type, Override Rate eq 1(EBE)*P*S(public)[ramb]+PA

Common Date@ Day of the week for Scheduled Day(GAS)*P*S(public)[ramb]+PA

Derived_WTB@build Auto Fill from Schedule Event View(BE)*P[remb]+???+PA

Derived_WTB@build Autofill Time Block Detail Subview(BE)[remb]

Derived_WTB@get DWTB by Day Breaker Excluding Locked Dates for Autofill(SS)*P[rsmb]+PA

Time Entry Code@get Time Tracking Unit for Time Entry Code parm(GRS)*P*S[rsmb]

Time Entry Template@get Default Time Entry Code as of Time Block Date(GRS)*P*S[rsmb]

Worker Coordinated Time Block@get Time Block Reported Time In(GA)

Worker Time@get Time Block Date(GA)","12$12320,12$8896,87$150976,86$131459,86$452357,85$113045,87$543126,85$113112,86$120330,86$453132,87$201775",29$36403
Derived_WTB,Derived_WTB@build Enter Time Quick Add Edit (First Page)(BE)*P*S,Derived_WTB@build Enter Time Quick Add Edit (First Page)(BE)*P*S[remb]+PA,85$49670,"Common Boolean@get True(GAS)*S(public)[ramb]

Time Tracking API Parameter (Derived)@build Time Tracking Calendar Data Gathering Element(BE)[remb]

Worker Coordinated Time Block@build Enter Time Details(BE)*P*S[remb]+PA","85$86761,85$45036,86$13",29$38140
Derived_WTB,Derived_WTB@build Enter Time Quick Add Hours/Units(BE)*P*S,Derived_WTB@build Enter Time Quick Add Hours/Units(BE)*P*S[remb],85$49824,Derived_WTB@build Enter Time Quick Add Hours/Units Grid(BE)*P*S[remb]+PA,85$49836,29$38269
Derived_WTB,Derived_WTB@build Enter Time Quick Add In/Out(BE)*P*S,Derived_WTB@build Enter Time Quick Add In/Out(BE)*P*S[remb]+PA,85$49826,"Common Boolean@get True(GAS)*S(public)[ramb]

Derived_WTB@build Enter Time Quick Add In/Out Time Grid(BE)*P*S[remb]+PA

Time Tracking API Parameter (Derived)@get Default Time Entry Code for Worker Time Tracking Parameter parm(GRS)*P*S[rsmb]","85$49845,87$183561,86$13",29$38271
