In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get All Time Blocks and Time Off for use with Calculated Totals (Query)(SS)*P*S,19$87633,Time Off Entry@get All Time Off Entries for Worker Not Secured parm(IOP)*P*S[rsmb]+PA,"2663$44288,40$16065,19$7778,66$3,40$24452,40$24453,66$37,40$24454,2663$48774,19$91431,40$47528,26$93800,19$32106,40$12078,2663$52178,40$12084,40$23805,40$23806"
Time Core,Time Off Entry,Time Off Entry@get Valid TETOs for Worker and Week (including Work Schedule check) from Time Off Entry Selections parms(SS)*P*S,19$87806,"Time Off Entry@get TETOs from Time Off Entry Selections(SS)*P*S(public)[rsmb]

Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA","52$22465,24$13546,19$87805"
Time Core,Worker Coordinated Time Block,"Worker Coordinated Time Block@get Reported, Calculated WTBs (including Deleted) and TETOs from Time Off Entry Selections parms(SS)*P*S",19$87807,"Time Off Entry@get Valid TETOs for Worker and Week (including Work Schedule check) from Time Off Entry Selections parms(SS)*P*S[rsmb]

Worker Time Block@get Calculated Only Blocks For Week From Selections(SS)*P*S[rsmb]+PA","19$143616,19$85703,19$85704,52$11242,52$11243,19$87806"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get WCTB from sets >> In Date Range with Unit == Hours(SS)*P*S,19$87972,"Time Off Entry@get Valid TETO and Adjust Time Off Entries from Time Off Entry Selections parm(SS)*P*S[rsmb]+PA

Worker Coordinated Time Block@is Worker Coordinated Time Block Deleted(GAS)[ramb]

Worker Coordinated Time Block@ Unit of Time is Hours(GAS)[ramb]

Worker Time Block@get Reported Time Blocks for Calculated Blocks parm(SS)*P*S[rsmb]+PA","52$20529,66$3,94$15077,19$87973,94$15078,19$95430,19$95431,66$9240,66$8734"
Time Core,Worker Time Block,Worker Time Block@get Reported Time Blocks for Calculated Blocks parm(SS)*P*S,19$87973,"Worker Time Block@get Reported Time Blocks for Calculated Time Blocks for WTBs parm(IOP)*P*S[rsmb]

Worker Time Block@is Reported Time(EBE)(public)[ramb]","2663$23464,24$16302"
Time Core,,(implements for Time Review Event) Action Event@get Billable Transactions to Process(SS)*O,19$88162,"Billable Time Block@get Time Block Reported Quantity(GA)

Time Review Event@get Time Review Event.groups Worker Time Block(GR)

Worker Time@get Time Block Deleted or Not Checking Deleted(SAC)*P[ramb]","207$51528,18$59113,13038$11562,12$8895"
Time Core,,(implements for Worker Time Block) Calendar Container Entry Instance@ Calendar Entry Status Hint(SS)*O,19$88715,Worker Time Block@get Highest Priority Status Hint from Worker Time Blocks(SSC)*P*S(public)[rsmb]+PA,"65$3,19$112327,19$16631,13039$5176,19$112216"
Time Core,Time Review Event,Time Review Event@get Time Off Entry Not Completed From Time Review Event and Time Off Entries Selections parm(SS)*P*S,19$89018,"Action Event@get Action Event parm is Successfully Completed(GRA)*P*S[ramb]+PA

Common Date@is Coordinated Time Off Entry with in Date Range(EBE)*P*S(public)[ramb]+PA

Time Off Entry@get TETOs from Time Off Entry Selections(SS)*P*S(public)[rsmb]","52$22465,24$22,19$103018,19$87805,18$32862,13038$15359"
Time Core,Time Off Entry,Time Off Entry@get In/Out TETO Original Time Off Entries from Time Off Entry Selections parm(SS)*P*S,19$89021,"Common Boolean@is Time Off Entry TETO(EBE)*P*S(public)[ramb]+PA

Worker Coordinated Time Block@get Time Block Reported Time In(GA)","12$12320,24$257,19$99570,18$59114,40$23806"
Time Core,Time Off Entry,Time Off Entry@filter to Original entries with Start Time on latest correction and exclude WCTB Processing Instance(SS)*P*S,19$89022,Time Off Entry@filter Original Time Off Entries with Start Time on Latest Entry(SS)*P*S[rsmb],19$103780
Time Core,,(implements for Billable Time Block) Billable Transaction@get Fund for Award Billable Transaction(SS)*O,19$89306,Flat Taggable@get Flat Taggable.tagged by Fund(GR)(public),"2663$37014,207$17916"
Time Core,Worker Time Block,Worker Time Block@get Existing Reported Worker Time Blocks from TCE between Start and End Date parms(SS)*P*S,19$90176,Common Boolean@is Time Block Local Date Between Start and End Local Date(EBE)*P*S(public)[ramb]+PA,"12$8896,24$29676"
Time Core,Worker Time Block,Worker Time Block@get Time Blocks from Worker Time Block Selections for Date Range API | Calculated ONLY(SS)*P*S,19$90341,"Common Date@is Time Block Date in between Date Range(EBE)*P*S(public)[ramb]+PA

Worker Time@get Time Block Deleted(GA)

Worker Time Block@get Calculated ONLY Time Blocks from Worker Time Blocks Selections(SS)*P*S[rsmb]+???

Worker Time Block@get Calculated Time Blocks from Worker Time Block Selections by applying Day breaker options(SS)*P*S[rsmb]+???","12$8896,12$11509,24$22,19$90342,19$90343,24$13545"
Time Core,Worker Time Block,Worker Time Block@get Calculated ONLY Time Blocks from Worker Time Blocks Selections(SS)*P*S,19$90342,"Billable Time Block@get Time Block Reported Quantity(GA)

Worker Coordinated Time Block@get Time Block Reported Time In(GA)

Worker Time Block@get Worker Time Block.has Time Calculation Tag(GR)","12$12320,207$18920,18$59113,18$59114,12$8895"
Time Core,Worker Time Block,Worker Time Block@get Calculated Time Blocks from Worker Time Block Selections by applying Day breaker options(SS)*P*S,19$90343,"Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA

Worker Time Block@get Calculated ONLY Time Blocks from Worker Time Blocks Selections(SS)*P*S[rsmb]","12$8896,19$90342,24$13546"
Time Core,Worker Time Block,Worker Time Block@get Time Blocks for Date Range API | Reported Blocks(SS)*P*S,19$90465,"Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA

Worker Time Block@filter Worker Time Block Selections >> Reported Time Blocks(SS)*P*S[rsmb]","12$12320,12$8896,19$90467,52$22552,19$53737,24$13546,18$59114"
Time Core,Worker Time Block,Worker Time Block@filter Worker Time Block Selections >> Reported Time Blocks(SS)*P*S,19$90467,"Billable Time Block@get Time Block Reported Quantity(GA)

Worker Coordinated Time Block@get Time Block Reported Time In(GA)","12$12320,18$59113,18$59114,12$8895"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries for Workers(plural) and Date Range | Excluding Terminated(SS)*P*S,19$90469,"Time Off Entry@get Time Off Entries Not Submitted, Submitted, Sent Back, and Approved(IOP)*P*S[rsmb]+PA","40$16065,19$7778,40$12084,40$24452,2663$48774,19$32106,40$23805,40$12078,40$23806"
Time Core,Time Off Event,Time Off Event@get Time Off Entries within Date Range(SS)*P*S,19$91184,Common Boolean@is Time Off Local Date Between Start Local Date and End Local Date(EBE)*P*S(public)[ramb]+PA,"52$22465,24$29676"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries filtered with conditions for parm(SS)*P*S,19$91250,,
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Worker Coordinated Time Blocks including TETO and TOTO and Unmatched TCE and Incomplete Worker Time Block(SS)*P*S,19$91307,"Incomplete Worker Time Block@get Incomplete Worker Time Blocks for Workers and Date Range with Extended Date Range (Next/Previous Days Outside Week)(IOP)*P*S[rsmb]+PA

Time Clock Event@query Valid Events for Worker and Date Range (Excluding Matched and Corrections)(IOP)*P*S[rsmb]+PA

Time Off Entry@get All Non-denied TETOs and Non-canceled and Non-denied TOTOs for Time Entry Calendar(SS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks for Selection Clauses parm (Generic AND) | Extended for Advanced Shift Calculations(IOP)*P*S(public)(RETRACTED)[rsmb]+PA","26$52738,66$3,2663$59364,66$37,92$358,92$680,92$681,2663$6505,13038$10316,2663$72877,52$10733,2663$72979,19$94486,52$27095,92$24,92$25,19$46233,24$26140"
Time Core,Time Tracking Set Up Option,Time Tracking Set Up Option@get Worker Time Block Allowed Statuses API(SS)*P*S(public),19$91431,"Time Tracking Set Up Option@get Sent Back instance(GSI)*S(public)[rsmb]+???

Time Tracking Set Up Option@get Time Tracking History Status - Approved(GSI)*S(public)[rsmb]+???

Time Tracking Set Up Option@get Time Tracking Set Up Option - Canceled(GSI)*S(public)[rsmb]+???

Time Tracking Set Up Option@get Time Tracking Set Up Option - Denied(GSI)*S(public)[rsmb]+???

Time Tracking Set Up Option@get Time Tracking Set Up Option - Not Submitted(GSI)*S(public)[rsmb]+???

Time Tracking Set Up Option@get Time Tracking Set Up Option - Submitted(GSI)*S(public)[rsmb]+???","40$16065,40$12084,40$24452,40$24453,40$24454,40$12078"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks parm filtered to Adjusted only(SS)*P*S,19$91470,Worker Time Block@get Adjusted(SA)*O[ramb],52$14554
Time Core,Worker Time Block,Worker Time Block@get Latest Time Review Event Completed(SS),19$91492,"Event@get Completed Date(GA)

Worker Time Block@get Worker Time Block.participates in approval for Time Review Event(GR)","24$257,66$3,207$21124,40$421,207$1848,12$985"
Time Core,Time Review Event,Time Review Event@get Project and Position or Worker Supervisory Orgs for TRE(SS),19$91570,"Time Review Event@get Supervisory Org for Position On TRE(GRS)[rsmb]+DT

Time Review Event@get Supervisory Orgs for Worker on TRE(GRS)[rsmb]+???+DT

Time Review Event@get Time Review Event.for Project(GR)","2663$13793,92$898,12$8899,12$8900,207$645,18$1160,19$12141,26$70093,207$23310,26$70094,207$31346,18$22451,18$71798,24$7096,19$4537,26$2937,13038$763,19$62365,18$11902"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries for the Week from Time Off Entry Selections parm(SS)*P*S,19$91605,"Common Boolean@is Time Off Local Date Between Start Local Date and End Local Date(EBE)*P*S(public)[ramb]+PA

Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA","52$13137,52$22465,66$4738,24$13546,24$29676,52$9630,52$9631"
Time Core,Worker Time Block,Worker Time Block@get Worker TIme Blocks for Worker And Date Range And Calculated And Not Reported Time And No Reported Time Parent from Worker Time Block Selections parm(SS)*P*S,19$91620,Worker Time Block@is WTB Not Deleted and Has Calc Tags and  Not Reported and Has No Parent(EBE)[ramb],24$23251
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Worker Coordinated Time Block Excl TCE(SS)*P*S,19$91719,Time Clock Event@get Time Clock Event from Worker Coordinated Time Block(SS)*P*S[rsmb]+PA,"65$3,19$91720"
Time Core,Period,Period@get Periods for Week(SS)*P*S,19$92005,"Period@get Period from Period Schedule and End Date(SS)*P*S(public)[rsmb]+PA

Period@get Period from Period Schedule and Start Date(SS)*P*S(public)[rsmb]+PA","19$79664,52$10081,26$98675,52$9204,52$14171,52$13499,94$8093,19$9774"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries (submittable) for Period parm from Worker Time Weeks parm(SS)*P*S,19$92007,"Common Date@is Coordinated Time Off Entry with in Date Range(EBE)*P*S(public)[ramb]+PA

Worker Time Block@get Time Off Entry Selections (submittable) from Worker Time Weeks parm for Period(GRS)*P*S[rsmb]","52$22465,24$22,26$70491,13038$15359"
Time Core,Time Review Event,Time Review Event@get Time Review Events in Progress(SS)*P*S,19$92406,Action Event@is Event in Progress(EBE)*P(public)[ramb]+PA,"24$739,40$410"
Time Core,Derived_WTB,Derived_WTB@get Reported System Break Blocks from Selections(SS)*P*S,19$92572,"Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@is Reported Time(EBE)(public)[ramb]","52$29266,18$59112,12$10778,24$16302,19$92575"
Time Core,Derived_WTB,Derived_WTB@get Calculated System Break Blocks from Selections(SS)*P*S,19$92573,"Worker Time Block@get Is Break Time Block That Originates From D_WTB(GA)[ramb]+???

Worker Time Block@is Calculated Block(EBE)[ramb]

Worker Time Block@is Reported Time(EBE)(public)[ramb]","52$29266,18$59112,12$10778,24$16302,19$92575,24$16303"
Time Core,Worker Time Block Group,Worker Time Block Group@get Deleted Derived SBBs(SS)*P*S,19$92574,"Worker Time@get Time Block Deleted(GA)

Worker Time Block@get Is Break Time Block(GA)","52$29266,12$11509,18$59112,12$10778"
Time Core,Worker Time Block,Worker Time Block@get D_WTBs this WTB Originates From(SS),19$92575,Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR),"2663$37009,207$17594"
Time Core,Worker Time Block,Worker Time Block@get Non Break Blocks from WTB Parm(SS)*P*S,19$92576,Worker Time Block@get Is Break Time Block(GA),"52$29266,18$59112,12$10778"
Time Core,,(implements for Worker Time Block) Worker Coordinated Time Block@Time Review Events for Worker Coordinated Time Block Time Review Event [Nonsingular](SS)*O,19$92598,Worker Time Block@get Worker Time Block.participates in approval for Time Review Event(GR),207$21124
Time Core,Time Review Event,Time Review Event@get Existing Time Review Events for TETO and WTB parms(SS)*P*S,19$92599,"Event@get Workflow Step Awaiting Action for Event is Initiation Type(GRA)(public)[ramb]

Event Behavior@is Event In Progress(SA)(public)*(final)[ramb]

Time Review Event@get Time Review Events for Time Off Entry Selections and/or Worker Time Block Selections(IOP)*P*S[rsmb]","2663$25328,18$4468,52$23525"
Time Core,Time Review Event,Time Review Event@get Time Review Events In Progress (incl. Submitted) Excluding This Time Review Event(SS)*P*S,19$92600,Common Instance Set@get In Progress Time Review Events for TETO and WTB and Date parms + Current TRE(SS)*P*S(public)[rsmb]+PA,"19$7778,19$92601"
Time Core,Time Review Event,Time Review Event@get In Progress Time Review Events for TETO and WTB and Date parms(SS)*P*S,19$92601,"Event Behavior@is Event In Progress(SA)(public)*(final)[ramb]

Time Review Event@get Time Review Events for WTB and TETO parms and Start and End Date Equal to Event Dates(SS)*P*S[rsmb]","52$23525,19$92602"
Time Core,Time Review Event,Time Review Event@get Time Review Events for WTB and TETO parms and Start and End Date Equal to Event Dates(SS)*P*S,19$92602,"Common Date@is Local Date 1 EQ Local Date 2 if both exist(EBE)*P*S(public)[ramb]+PA

Common Date@is Local Date 1 EQ Local Date 2 if both exist(EBE)*P*S(public)[ramb]+PA

Time Review Event@get Time Review Events for Time Off Entry Selections and/or Worker Time Block Selections(IOP)*P*S[rsmb]","2663$25328,12$25109,12$25110,24$29689"
Time Core,Worker Time Block,Worker Time Block@get Unapproved Worker Time Blocks for WTBs parm(SS)*P*S,19$92603,"Worker Time Block@get Time Block Approved(GA)

Worker Time Block@get WTBs in Appropriate Date Range(IOP)*P*S[rsmb]","12$10550,2663$26124"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks plus Modified for Time Review Event - DO NOT USE(SS)*P*S,19$92635,"Time Review Event@get Worker Time Blocks for Time Review Event(GRS)*P*S[rsmb]+PA

Worker Time Block@get Worker Time Blocks Modified for Time Review Event(SS)*P*S[rsmb]","26$91700,19$92636"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks Modified for Time Review Event(SS)*P*S,19$92636,"Worker Time Block@get Worker Time Blocks Modified in Current Transaction(SS)*S[rsmb]

Worker Time Block@is Time Block participates in approval for Time Review Event parm(EBE)*P[ramb]","19$59766,24$14124"
Time Core,,(implements for Derived_WTB) Worker Time Block@ From Derived return reuse WTB(SS)*O,19$92703,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR),207$34816
Time Core,Worker Time Block,Worker Time Block@get Reported + Standalone Calculated Worker Time Blocks(SS)*P*S,19$92943,"Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR)

Worker Time Block@is Calculated Block(EBE)[ramb]","2663$37009,207$17594,24$16303"
Time Core,Time Off Entry,Time Off Entry@get All Time Off Entries for Period parm from Worker Time Weeks parm(SS)*P*S,19$92989,"Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options for Period(EBE)*P*S[ramb]+PA

Worker Time Block@get Time Off Entry Selections from Worker Time Weeks parm for Period(GRS)*P*S[rsmb]","52$22465,18$22022,24$13546,26$71370,18$22044"
Time Core,Worker,Worker@get Worker Time Blocks with Comments(SS),19$93019,"Instance@get Comment(GA)(public)

Worker Time Block@get Worker Time Blocks for Worker and Date Range parms (Query)(IOP)*P*S[rsmb]+PA","12$4688,13038$7474,65$3,13038$6517,18$88997,13038$7606,2663$25511,12$38779,12$14"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Blocks Participating in Event(SS)*P*S,19$93296,Worker Coordinated Time Block@is Block Participates in Time Review Event(EBE)*P[ramb],24$23624
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@filter Blocks Not Deleted from parameter set(SS)*P*S,19$93298,Worker Coordinated Time Block@is Worker Coordinated Time Block Deleted(GAS)[ramb],"52$20529,66$9240"
Time Core,,(implements for Incomplete Worker Time Block{+1}) Worker Coordinated Time Block@get Out Reason(SS)*O,19$93526,Worker Time@get Worker Time.out type Time Punch Type(GR),"207$18705,2663$34589"
Time Core,,(implements for Billable Time Block) Billable Transaction@get Transaction Origination Source(SS)*O,19$93564,Transaction Origination Source (Metadata)@get Transaction Origination Source of Time Tracking(GSI)*S(public)[rsmb],40$25442
Time Core,Time Off Entry,Time Off Entry@get Time Off Entry Selections between Start and End Date(SS)*P*S,19$93610,Common Date@is Coordinated Time Off Entry with in Date Range(EBE)*P*S(public)[ramb]+PA,"52$22465,24$22,13038$15359"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks consumed by Completed Payroll or Retro Payroll(SS)*P*S,19$93669,Worker Time Block@get Payroll Calculation Status of Complete or Complete with Exception for Payroll Result for Worker Time Block(IOP)[rsmb],"2663$9792,65$3,26$44597,2663$7413,2663$84363,40$1181"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks Originating from Block(SS)*P*S,19$93670,,
Time Core,Worker Time Block,Worker Time Block@get Calculated Worker Time Blocks Not Consumed By Payroll or Retro Payroll(SS)*P*S,19$93671,"Worker Time Block@get Earnings Mapped to Time Calculation Tags for Worker Time Block (for Time Tracking)(IOP)[rsmb]

Worker Time Block@get Payroll or Payroll Result Line consuming the Worker Time Block(GRS)*P*S[rsmb]+PA

Worker Time Block@get Time Block Calculated Quantity(GA)

Worker Time Block@get Worker Time Blocks Originating from Block(SS)*P*S[rsmb]+???","65$3,2663$21732,19$93670,26$72040,12$9402"
Time Core,Time Review Event,Time Review Event@get Cancel All TREs In Progress When No Attached Time Offs or Time Blocks (excl. Deleted and Never Approved)(SS)*P*S,19$93857,"Event Behavior@is Event In Progress(SA)(public)*(final)[ramb]

Time Off Entry@get Time Off Entries for Time Off Event parm(GRS)*P*S(public)[rsmb]+PA

Worker Time Block@get Worker Time Block Selections Not Deleted and Never Approved and part of  Participated TRE Parm(SS)*P*S[rsmb]+PA","65$3,52$23525,19$57098,26$18062"
Time Core,Calendar Container Entry Instance,Calendar Container Entry Instance@get Worker Time Blocks & Time Off Entries for Worker and Date Range parms(SS)*P*S,19$94076,Time Off Entry@get All Time Off Entries for Worker Selections between Date Range(IOP)*P*S[rsmb]+PA,"40$16065,19$7778,66$3,40$24452,66$37,40$24453,40$24454,2663$48774,19$91431,26$93800,19$32106,40$12078,2663$52178,40$12084,40$46390,40$23805,2663$25950,40$23806"
Time Core,Worker Time Block,Worker Time Block@get Reported and Calculated no Reported parent Worker Time Blocks(SS)*P*S,19$94332,"Worker Time Block@get Calculated Only Time Blocks without Reported Block Parent(SS)*P*S[rsmb]

Worker Time Block@get Reported Blocks For Week From Selections(SS)*P*S[rsmb]","19$91620,19$85703"
Time Core,Time Off Entry,Time Off Entry@get All Non-denied TETOs and Non-canceled and Non-denied TOTOs for Time Entry Calendar(SS)*P*S,19$94486,"Time Off Entry@get All TETOs and TOTOs excluding Denied for Time Entry Calendar(IOP)*P*S[rsmb]+PA

Time Off Entry@is TETO or Non-canceled TOTO(EBE)[ramb]","40$16065,19$7778,40$12084,40$24452,2663$48774,40$24454,19$32106,40$23805,40$12078,40$23806,24$23822"
Time Core,Time Off Entry,Time Off Entry@get Original and Adjust Time Off Entries from Time Off Entry Selections parm(SS)*P*S,19$94570,"Time Off Entry@get Approved, Submitted, Non-Submitted, Sent Back Time Off Adjustments(SS)*P*S[rsmb]",19$101307
Time Core,,(implements for Worker Time Block) Worker Coordinated Time Block@get Calculation Tags for Worker Coordinated Time Block(SS)*O,19$94571,Worker Time Block@get Worker Time Block.has Time Calculation Tag(GR),207$18920
Time Core,Worker Time Block,Worker Time Block@get Time Blocks from Period filtered for Calculations Day Breaker Range | Excluding Deleted(SS)*P*S,19$94684,"Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA

Worker Time@get Time Block Deleted(GA)","12$12320,12$8896,12$11509,52$22552,19$53737,24$13546,18$59114"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries Modified in Current Transaction for Worker and Date Range | EXCL Deletes(SS)*P*S,19$95249,"Common Date@is Worker Coordinated Time Block Date within Start Date and End Date(EBE)*P*S(public)[ramb]+PA

Time Off Entry@get Time Off Entries Modified in Current Transaction(SS)*S(public)[rsmb]

Worker Coordinated Time Block@is Worker for Time Tracking Secure equal Time Block Worker or Empty(EBE)*P*S[ramb]+PA","19$49200,52$13137,66$4738,24$24035,19$49203,24$22,19$51863,52$9630,52$9631,65$5583"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks Modified in Current Transaction for Worker parm(SS)*P*S,19$95250,"Worker Coordinated Time Block@is Worker for Time Tracking Secure equal Time Block Worker or Empty(EBE)*P*S[ramb]+PA

Worker Time Block@get Worker Time Blocks Modified in Current Transaction(SS)*S[rsmb]","19$49200,24$24035,19$49203,19$59766,65$5583"
Time Core,Time Review Event,Time Review Event@get Time Off Entry Modified and Valid for Worker parm(SS)*P*S,19$95251,"Coordinated Time Off Entry@get Time Off Entry has Time Off(SS)(public)[rsmb]

Time Off Entry@get Time Off Entries Modified in Current Transaction for Worker and Date Range | EXCL Deletes(SS)*P*S[rsmb]

Time Review Event@get Time Off Entry Not Completed From Time Review Event and Time Off Entries Selections parm(SS)*P*S[rsmb]","19$95249,19$89018,19$25165"
Time Core,Worker Time Block,Worker Time Block@get All Time Blocks for Worker and Week Modified in Current Transaction(SS)*P*S,19$95252,Common Boolean@is Time Block For Worker Parm(EBE)*P*S(public)[ramb]+PA,"24$257,207$16866,19$125907,26$98675,2663$37235,52$14171,65$1470,19$59679"
Time Core,Worker Time Block,Worker Time Block@get All Calculated (stand-alone and hybrid) or Reported with no Calculated Time Blocks from WTB Selections parms(SS)*P*S,19$95430,"Worker Coordinated Time Block@is Coordinated Block in Appropriate Date Range(GAS)*P[ramb]

Worker Time Block@is Calculated or Reported with no Calculated(EBE)[ramb]","52$24208,66$11035,24$24076,52$24207"
Time Core,Time Off Entry,Time Off Entry@get Valid TETO and Adjust Time Off Entries from Time Off Entry Selections parm(SS)*P*S,19$95431,"Time Off Entry@get Adjust Time Off Entries for TETO Time Off Entries parm(GRS)*P*S(public)[rsmb]+PA

Time Off Entry@get Event Terminated(GRA)(public)[ramb]+???

Time Off Entry@get TETOs from Time Off Entry Selections(SS)*P*S(public)[rsmb]

Worker Coordinated Time Block@is Coordinated Block in Appropriate Date Range(GAS)*P[ramb]","52$24208,66$11035,18$1068,19$87805,26$67134,52$24207"
Time Core,Business Unit,Business Unit@get Business Units from Accounting Worktags(SS)*P*S,19$95490,,
Time Core,Job Profile,Job Profile@get Job Profiles from Accounting Worktags(SS)*P*S,19$95491,,
Time Core,Grant,Grant@get Grants from Accounting Worktags(SS)*P*S,19$95495,,
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@filter Worker Coordinated Time Block Set >> within Start and End Date(SS)*P*S,19$95829,Common Date@is Worker Coordinated Time Block Date within Start Date and End Date(EBE)*P*S(public)[ramb]+PA,"52$13137,66$4738,24$22,52$9630,52$9631"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Block Selections Not Cleared(SS)*P*S,19$96085,Common Boolean@is Time Block Local Date between Start and End Local Dates(EBE)*P*S(public)[ramb]+PA,"52$13137,66$4738,24$29676,52$9630,52$9631"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Cleared Worker Time Week (Derived)(SS),19$96086,"Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has adjusted or cleared Worker Time Week (Derived)(GR)

Worker Time Week (Derived)@get Clean Worker Time Blocks(GA)","12$26964,207$43255"
Time Core,,(implements for Worker Time Block) Worker Coordinated Time Block@get Billing Recommendation Time Tracking Set Up Option(SS)*O,19$96094,Worker Time@get Worker Time.has billing recommendation Time Tracking Set Up Option(GR),"2663$37047,207$38399"
Time Core,Time Entry Grid Grouping,Time Entry Grid Grouping@get Minimum Instance Number WCTB(SS)*P*S,19$96111,Instance@get Instance Nbr(GAS)(public)[ramb],66$24
Time Core,Time Entry Grid Grouping,Time Entry Grid Grouping@get Non-Minimum Instance Nbr WCTBs(SS)*P*S,19$96112,Time Entry Grid Grouping@get Minimum Instance Number WCTB(SS)*P*S[rsmb],19$96111
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get WCTBs to be deleted(SS)*P*S,19$96206,,
Time Core,Worker Time Block,Worker Time Block@get Time Blocks from parm filtered for Advanced Shift Calculations | Excluding Deleted (OLD)(SS)*P*S,19$96822,"Worker Time@get Time Block Deleted(GA)

Worker Time Block@is Valid Calculated Block for Advanced Shift Calculations (OLD)(EBE)*P*S[ramb]+PA","12$8896,24$27474,12$11509,24$16303"
Time Core,Time Off Entry,Time Off Entry@get Time Off Entries For Time Eligible Worker After Calculation Date(SS)*P*S,19$96986,"Common Date@is Run Calculation after Local Date LE Time Off Local Date(EBE)*P*S(public)[ramb]+PA

Time Entry Template@get Template for Worker per date, range or current date (see XO doc for alternatives)(SS)*P*S[rsmb]+PA","19$40896,24$29697,52$22465,18$52157"
Time Core,Worker Time Block,Worker Time Block@get Adjusted Time Blocks in Date Range with Day Breaker(SS)*P*S,19$97309,"Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA

Worker Time Block@get Worker Time Block.adjusted Worker Time Source(GR)","12$12320,12$8896,207$28822,52$22552,19$53737,24$13546,18$59114"
Time Core,Worker Time Block,Worker Time Block@get Time Blocks from parm in Date Range with Day Breaker Applied(SS)*P*S,19$97338,Worker Coordinated Time Block@is Time Block Valid for Day Breaker Options(EBE)*P*S[ramb]+PA,"12$12320,12$8896,52$22552,19$53737,24$13546,18$59114"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks Manually Adjusted in Date Range(SS)*P*S,19$97339,"Common Boolean@is Time Block Local Date Between Start and End Local Date(EBE)*P*S(public)[ramb]+PA

Worker Time Block@is Manually Added(EBE)[ramb]","12$8896,24$29676,24$13071"
Time Core,Derived_WTB,Derived_WTB@get Time Blocks Filtered by Shift Calculation Criteria(SS)*P*S,19$97447,Derived_WTB@get Time Block for Advanced Shift Calculations(GA),12$27943
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks from parm for Worker parm(SS)*P*S(public),19$97743,Common Boolean@is Time Block For Worker Parm(EBE)*P*S(public)[ramb]+PA,"24$257,207$16866,2663$37235"
Time Core,Worker Time Block,Worker Time Block@get Calculated Only Blocks From Selections(SS)*P*S,19$97744,Worker Time Block@is Reported Time(EBE)(public)[ramb],24$16302
Time Core,,(implements for Worker Time Block) Worker Coordinated Time Block@originates from Worker Time Block(SS)*O,19$98290,Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR),"2663$37009,207$17594"
Time Core,Worker Time Block,Worker Time Block@get Time Type from Element(SS)*S,19$98571,"Get Element@get Grid Time Type(IOP)*S[rsmb]

Get Element@get Time Type for Mass Time Entry(IOP)*S[rsmb]

Get Element@get Time Types for Hi Volume Entry(IOP)*S[rsmb]","2663$31973,2663$29929,2663$28859"
Time Core,,(implements for Derived_WTB) Worker Coordinated Time Block@get Worker Coordinated Time Block(SS)*O,19$98589,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR),207$34816
